ancestry,taxon_id,count
48460/47170/47169/492000/50814/47380/47379/48475/1106981,125932,840
48460/47170/47169/492000/50814/1094814/48427/48702/702670/126159,126158,453
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/53886,126160,1455
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,126163,507
48460/47170/47169/492000/50814/48341/48340/48339/1167952,126178,656
48460/47170/47169/492000/50814/1094814/47167/785516/64013/64014,126831,5962
48460/47170/47169/492000/50814/1094814/47167/905658/54574/126963,126946,228
48460/47170/47169/492000/50814/1094814/48427/48702/125713,127011,121
48460/47170/47169/492000/50814/57519/57518/57527,127021,2897
48460/47170/47169/492000/50814/48341/48340/54597,127216,699
48460/47170/47169/492000/50814/47380/47379/127511,127510,16950
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,127674,195
48460/47170/47169/492000/50814/47380/47379/47378/1153560,128053,275
48460/47170/47169/492000/50814/1094814/47167/785522/48420/63421,128074,1629
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,128516,4956
48460/47170/47169/492000/50814/891028/48708/51136/54593,128521,1458
48460/47170/47169/492000/50814/1094814/47167/785517/48445/128575,128574,162
48460/47170/47169/492000/50814/1094814/47167/785517/48445/128581,128578,112
48460/47170/47169/492000/50814/47380/559351/120493,128930,989
48460/47170/47169/492000/50814/50815/50816/55569/1152051,129027,629
48460/47170/47169/492000/50814/1094814/47167/785517/48768/53282,129323,3109
48460/47170/47169/492000/50814/1094814/48427/48702/48703,129328,506
48460/47170/47169/492000/50814/48341/48340/48339/1167950,129329,313
48460/47170/47169/416490/69967/69968/1151342/1151238/121688,129769,600
48460/47170/47169/492000/50814/891028/48708/51136/129993,129992,984
48460/47170/47169/951335/130023/130024/130025/130026,130020,606
48460/47170/47169/492000/50814/48341/48340/48339/1167950,130200,296
48460/47170/47169/492000/50814/1094814/47167/785517/48768/48769,130203,2695
48460/47170/47169/492000/50814/47380/118075/129039,130909,696
48460/47170/47169/492000/50814/47380/964622/130927,130910,3812
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293/1134711,130915,2530
48460/47170/47169/492000/50814/47380/55974/130931,130919,5636
48460/47170/47169/492000/50814/1094814/47167/785517/56310/130944,130934,1954
48460/47170/47169/492000/50814/1094814/48427/48702/702670/205872,130936,701
48460/47170/47169/492000/50814/47380/975893/130948,130946,1249
48460/47170/47169/492000/50814/48341/55502/130949,130947,2614
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,133931,319
48460/47170/47169/492000/50814/47380/55974/135217,135216,424
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,136398,887
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496/1196165,136399,4819
48460/47170/47169/492000/50814/47380/118046/118085,136400,3004
48460/47170/47169/416490/69967/69968/1151342/1151238/121688,143218,208
48460/47170/47169/492000/50814/47350/47349/47348/1374657/1199076,143270,1664
48460/47170/47169/492000/50814/1094814/47167/785517/351075/54895,143308,2442
48460/47170/47169/492000/50814/47380/47379/50884,143309,487
48460/47170/47169/492000/50814/47350/47349/47348/1366558,143312,826
48460/47170/47169/492000/53277/53278/53279/143314,143313,3658
48460/47170/47169/492000/83737/48530/48531/48532,143384,3068
48460/47170/47169/492000/50814/47350/47349/47348/1374640,143393,4781
48460/47170/47169/492000/50814/891028/48708/51136/54593,143415,608
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824801/844123,143563,2056
48460/47170/47169/492000/50814/1094814/48427/48702/63482,146681,716
48460/47170/47169/492000/50814/1094814/48427/53489/53490,147277,1682
48460/47170/47169/492000/50814/1094814/48427/48702/118365,147354,1531
48460/47170/47169/492000/50814/1094814/47167/785517/48445/48444,151795,1415
48460/47170/47169/951335/83712/83713/83714/151803,151802,822
48460/47170/47169/492000/50814/1094814/47167/785517/416512/153034,153033,1762
48460/47170/47169/492000/50814/1094814/47167/785517/48445/57693/1368995,153296,1509
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076/1145086/1145087,153445,1765
48460/47170/47169/492000/50814/48341/48340/48339/1167950,153459,165
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824802/847564,154291,265
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135961/1135963,154321,185
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/154391,154390,128
48460/47170/47169/492000/50814/48341/48340/48339,154448,239
48460/47170/47169/492000/50814/1094814/48427/118204/118205,154450,4132
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704,154583,2631
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920/1144756,154596,242
48460/47170/47169/492000/50814/1094814/47167/785517/48445/48444,154675,660
48460/47170/47169/492000/50814/1094814/47167/785517/416506/118288,154733,698
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118297,154735,4804
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118297,154736,1096
48460/47170/47169/492000/50814/1094814/48427/118053/118054,154741,143
48460/47170/47169/492000/50814/1094814/47167/905657/48495/154753,154750,684
48460/47170/47169/492000/50814/47380/118046/118085,154752,223
48460/47170/47169/492000/50814/1094814/47167/785517/416523/154755,154754,356
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783,154756,318
48460/47170/47169/492000/50814/48341/48340/48339,154869,374
48460/47170/47169/492000/50814/48341/48340/48339/1167950,154875,686
48460/47170/47169/492000/50814/52526/52527/52528,154949,1143
48460/47170/47169/492000/50814/57519/541370/154988,154987,710
48460/47170/47169/492000/50814/1094814/47167/785517/47394/85399,155052,236
48460/47170/47169/492000/50814/1094814/47167/785517/416506/118288,155053,207
48460/47170/47169/492000/50814/47380/118046/155079,155078,148
48460/47170/47169/492000/50814/48341/48340/54597/1174534,155080,102
48460/47170/47169/492000/50814/48341/55502/55503,155081,657
48460/47170/47169/492000/50814/47380/118046/118085,155122,3722
48460/47170/47169/492000/50814/1094814/47167/785516/64013/64014,155166,2650
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,155173,278
48460/47170/47169/492000/50814/48341/48340/54597/1174534/1303228,155197,2945
48460/47170/47169/492000/50814/48341/48340/54597/1046273,155212,352
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/123890,155225,153
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/54625,155494,129
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076/1145086/1145088,157728,514
48460/47170/47169/492000/50814/47380/53715/125757,157989,1704
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293/1134708,157994,219
48460/47170/47169/492000/50814/1094814/47167/785517/48768/48769,178994,819
48460/47170/47169/492000/50814/1094814/47167/785516/55920/155181,179021,274
48460/47170/47169/492000/50814/1094814/48427/63838/63839,179044,2018
48460/47170/47169/492000/50814/1094814/48427/118204/179047,179045,288
48460/47170/47169/492000/50814/1094814/47167/785516/49545/179064,179063,615
48460/47170/47169/492000/50814/1094814/48427/53489/53490,179065,2228
48460/47170/47169/492000/50814/1094814/48427/474345/55928/55929,179071,104
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,179085,2008
48460/47170/47169/492000/50814/1094814/47167/785517/1180803/118262,179100,830
48460/47170/47169/492000/50814/891028/55013/55014/179106,179103,273
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293/1134711,179105,129
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,179107,1353
48460/47170/47169/492000/50814/47380/47379/179114,179112,386
48460/47170/47169/492000/50814/47380/118046/179117,179113,6240
48460/47170/47169/492000/50814/1094814/47167/785517/47394/119985,179125,3134
48460/47170/47169/492000/50814/1094814/47167/785517/47394/56536,179126,111
48460/47170/47169/492000/50814/67339/67340/179158,179154,411
48460/47170/47169/492000/50814/891028/55013/55014/63077/1085874,179167,173
48460/47170/47169/492000/50814/47380/47379/48475/559675/1129535,179171,444
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118297,179173,137
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118297,179175,593
48460/47170/47169/492000/50814/47380/47379/179186,179185,464
48460/47170/47169/492000/50814/1094814/47167/785516/55931/179196,179194,1507
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/55244,179221,223
48460/47170/47169/492000/50814/50815/50816/50817,179230,2986
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,179238,740
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,179241,157
48460/47170/47169/492000/50814/891028/55013/55014/63077/1085876,179257,115
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/926048,179263,161
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,179652,332
48460/47170/47169/492000/50814/48341/48340/48339/1167950,179715,130
48460/47170/47169/492000/50814/48341/179722/179723,179721,111
48460/47170/47169/492000/50814/52526/52527/179736,179734,172
48460/47170/47169/492000/50814/891028/55154/48710/48707,179764,222
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1366846,179838,365
48460/47170/47169/492000/50814/1094814/47167/785517/48768/53283,179889,213
48460/47170/47169/492000/50814/1094814/47167/785517/48445/48444,180365,443
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,192381,567
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/123890,192638,143
48460/47170/47169/492000/50814/1094814/47167/785517/416512/192716,192715,110
48460/47170/47169/492000/50814/1094814/48427/48702/48703,194218,221
48460/47170/47169/492000/50814/1094814/48427/48702/702670/205872,194223,233
48460/47170/47169/492000/50814/1094814/48427/48702/63482,194227,146
48460/47170/47169/492000/50814/47350/47349/48611,194231,3114
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824804/793870,194251,211
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920/1155969,194265,390
48460/47170/47169/492000/50814/1094814/47167/787526/118247/125377,194272,145
48460/47170/47169/492000/50814/1094814/48427/48426/48640,194275,537
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/374949,194282,170
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,194304,375
48460/47170/47169/492000/50814/1094814/47167/785517/416512/192716,194307,571
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135960/1135970,194355,124
48460/47170/47169/492000/50814/1094814/47167/785517/351075/54895,194368,409
48460/47170/47169/492000/50814/48341/48340/54597/1174533,194373,508
48460/47170/47169/492000/50814/48341/48340/54597/1174534/1303228,194385,881
48460/47170/47169/492000/50814/48341/48340/54597/1046273,194387,222
48460/47170/47169/492000/50814/1094814/47167/905657/1128529/63392,194395,803
48460/47170/47169/492000/50814/48341/48340/48339/1167956,194414,359
48460/47170/47169/492000/50814/48341/48340/48339/1167950,194427,255
48460/47170/47169/492000/50814/48341/48340/48339/1167952,194432,105
48460/47170/47169/492000/50814/48341/48340/54597/1046273,194433,338
48460/47170/47169/492000/50814/48341/48340/48339/1167952,194437,695
48460/47170/47169/492000/50814/48341/48340/48339,194442,110
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1366846,194448,124
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1377701,194460,198
48460/47170/47169/492000/50814/1094814/47167/905657/1128529/63392,194469,102
48460/47170/47169/492000/50814/47380/974712/194479,194476,2285
48460/47170/47169/492000/50814/57519/57518/57527,194483,962
48460/47170/47169/492000/50814/48341/84225/194493,194485,146
48460/47170/47169/492000/50814/1094814/48427/474345/55928/55929,194501,161
48460/47170/47169/492000/50814/1094814/47167/785517/48445/57693,194565,278
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135227/51871/1135479,194659,814
48460/47170/47169/492000/50814/891028/55154/48710/48707,194662,296
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/58695,194663,974
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1247546/194738,194737,558
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1152044,196528,159
48460/47170/47169/492000/50814/1094814/47167/787526/924348/196531,196530,279
48460/47170/47169/492000/50814/48341/55502/55503,196842,6246
48460/47170/47169/416490/69967/69968/1151228/69969/199402,199391,172
48460/47170/47169/416490/69967/69968/1151342/84768/84769,200848,755
48460/47170/47169/492000/50814/1094814/47167/785517/56310/67745,201340,449
48460/47170/47169/492000/50814/48341/48340/48339/1167952,202373,107
48460/47170/47169/492000/50814/1094814/47167/785517/47394/85399,202380,1509
48460/47170/47169/492000/50814/48341/48340/48339/1167956,202417,153
48460/47170/47169/492000/50814/47380/964622/202427,202418,1518
48460/47170/47169/492000/50814/47380/47379/68311/1203422,202421,1234
48460/47170/47169/492000/50814/48341/55878/55879,202437,1260
48460/47170/47169/492000/50814/47380/47379/202454,202438,5082
48460/47170/47169/492000/50814/47380/974750/202465,202448,225
48460/47170/47169/492000/50814/1094814/47167/785517/56310/56315/947428,203062,486
48460/47170/47169/492000/50814/1094814/47167/785516/64013/203670,203669,199
48460/47170/47169/492000/50814/48341/48340/48339/1167950,203673,419
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,203674,781
48460/47170/47169/492000/50814/47380/47379/47378/1153556,203711,350
48460/47170/47169/492000/50814/1094814/47167/785516/203715,203714,606
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1152032,203804,320
48460/47170/47169/492000/50814/1094814/48427/474345/55928/55929,203805,214
48460/47170/47169/416490/152037/152582/203927/203928,203926,806
48460/47170/47169/492000/50814/47380/47379/204107,204106,565
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906595,204588,320
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906595,204589,2410
48460/47170/47169/492000/50814/47380/47379/50884,204635,608
48460/47170/47169/492000/83737/152598/1109567/204678,204676,191
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,204774,267
48460/47170/47169/492000/50814/1094814/47167/785516/416511/126990,204813,985
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,204856,126
48460/47170/47169/492000/50814/48341/55878/55879,204861,1469
48460/47170/47169/416490/69967/69968/1151342/71043/205077,205076,472
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922/1274773,205078,299
48460/47170/47169/492000/50814/1094814/47167/785517/55472/55473,205149,115
48460/47170/47169/492000/50814/47350/63265/175541,205261,1072
48460/47170/47169/492000/50814/1094814/47167/785517/47394/119985,205314,315
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496/1196165,205516,194
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,205890,131
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135962/1135966,206118,481
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206120,435
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206124,858
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206126,266
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206132,124
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206138,304
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206140,540
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206148,297
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206149,1600
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206652,303
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,206899,365
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,207599,102
48460/47170/47169/492000/50814/891028/48708/51136/54593,207605,517
48460/47170/47169/416490/69967/69968/1151228/207611/207610,207609,773
48460/47170/47169/492000/50814/1094814/48427/474345/55928/68157,207795,171
48460/47170/47169/492000/50814/48341/55502/208024,208022,354
48460/47170/47169/492000/50814/891028/48708/51136/126592,208065,1230
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/54625,208113,385
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,208114,268
48460/47170/47169/492000/50814/48341/54167/54168,212922,107
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/175871,218216,367
48460/47170/47169/492000/50814/1094814/47167/785517/416512/175457,227626,132
48460/47170/47169/492000/50814/891028/55154/48710/48707,229794,488
48460/47170/47169/416490/69967/69968/1151342/84768/84769,243710,744
48460/47170/47169/492000/50814/67339/67340/311293,311292,1075
48460/47170/47169/492000/50814/1094814/47167/785517/48445/48444,311418,131
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,318795,138
48460/47170/47169/492000/50814/50815/320322,320321,2827
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,320923,125
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920/48715,321524,7706
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,321832,179
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,322873,113
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,324361,283
48460/47170/47169/492000/50814/891028/48708/51136/325670,325653,148
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,325981,241
48460/47170/47169/492000/50814/50815/50816/50817,326015,453
48460/47170/47169/492000/50814/1094814/47167/785517/48768/53283,326041,212
48460/47170/47169/492000/50814/52526/52527/52528,326130,221
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1151842/1152398,326353,819
48460/47170/47169/492000/50814/47350/118044/118045,328019,104
48460/47170/47169/492000/50814/1094814/47167/785517/47394/85399,328202,1286
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,328225,631
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496/1352662,328233,149
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,328244,2008
48460/47170/47169/492000/50814/50815/50816/50817,328245,444
48460/47170/47169/492000/50814/50815/50816/50817,328246,195
48460/47170/47169/492000/50814/47380/47379/48475/1106981,328280,189
48460/47170/47169/492000/50814/47380/47379/47378,328305,2547
48460/47170/47169/492000/50814/47380/47379/47378,328309,363
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,332463,234
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135219/1135221/67344,332466,128
48460/47170/47169/492000/50814/50815/50816/50817/1138505,332467,1420
48460/47170/47169/492000/50814/48341/48340/54597/1046273,332500,115
48460/47170/47169/492000/50814/48341/48340/54597/1174534/1303228,332501,128
48460/47170/47169/492000/50814/48341/55176/118238,332504,160
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/55591,332507,517
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,332513,132
48460/47170/47169/492000/50814/48341/55878/55879,332673,154
48460/47170/47169/492000/50814/52526/52527/179736,332674,531
48460/47170/47169/492000/50814/48341/55502/55503,332685,262
48460/47170/47169/492000/50814/47380/47379/47378,332687,343
48460/47170/47169/492000/50814/1094814/48427/48702/48703,333772,194
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,334044,295
48460/47170/47169/492000/50814/1094814/47167/785517/48768/53282/155059,334046,178
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/54625,334280,167
48460/47170/47169/492000/50814/47380/63019/63020,334319,1128
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496,334340,1082
48460/47170/47169/416490/69967/69968/1151228/207611/320891,334444,406
48460/47170/47169/416490/69967/69968/1151342/1151238/121688,334446,292
48460/47170/47169/416490/69967/69968/1151228/69969/199402,334455,133
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/54625,334677,838
48460/47170/47169/492000/50814/48341/55176/136343,334704,7219
48460/47170/47169/492000/50814/47380/47379/48475/1106981,335051,3527
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906595,335052,242
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1377702,335206,123
48460/47170/47169/492000/50814/1094814/48427/474345/125691/125692,335276,567
48460/47170/47169/492000/50814/1094814/47167/785517/48445/57693,335466,270
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,335571,251
48460/47170/47169/492000/50814/1094814/47167/787526/1128007/335844,335843,250
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920/48715,335932,5478
48460/47170/47169/492000/50814/1094814/48427/48702/48703,335942,489
48460/47170/47169/492000/50814/1094814/48427/53489/53490,335944,193
48460/47170/47169/492000/50814/47380/55974/335959,335957,288
48460/47170/47169/492000/50814/57519/57518/118119,335960,505
48460/47170/47169/492000/50814/57519/57518/118087,335961,125
48460/47170/47169/492000/50814/1094814/47167/785516/416511/328283,335964,444
48460/47170/47169/492000/50814/48341/55502/208024,335985,163
48460/47170/47169/492000/50814/50815/50816/55569,335990,110
48460/47170/47169/492000/50814/47350/335993/335994,335992,101
48460/47170/47169/492000/50814/47380/964622/337373,337372,122
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,337490,616
48460/47170/47169/492000/50814/48341/48340/48339/1167952,337492,643
48460/47170/47169/492000/50814/1094814/48427/53489/53490,337850,933
48460/47170/47169/492000/50814/1094814/47167/785517/923956/337955,337956,634
48460/47170/47169/492000/50814/891028/48708/51136/126592,338070,664
48460/47170/47169/492000/50814/1094814/47167/785517/338134,338133,123
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135961/1135963,338344,112
48460/47170/47169/492000/50814/48341/48340/48339,338753,111
48460/47170/47169/492000/50814/48341/55502/55503,339410,435
48460/47170/47169/492000/50814/1094814/47167/787526/1096394/332677,339415,812
48460/47170/47169/492000/50814/48341/55502/130949,340840,323
48460/47170/47169/492000/50814/47350/48423/48422/969901/969904/969908,340866,269
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293/1134710,340976,315
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/154391,340978,136
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/154391,340979,191
48460/47170/47169/492000/50814/1094814/47167/905657/48495/154753,340993,118
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135219/1135222/84487,341438,586
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,341614,680
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1366847,341797,1600
48460/47170/47169/492000/50814/57519/341835,341834,143
48460/47170/47169/492000/50814/1094814/47167/785516/55920/179155,342411,170
48460/47170/47169/492000/50814/1094814/47167/785517/48445/48444,343169,368
48460/47170/47169/492000/50814/1094814/47167/785517/416506/328220,343174,334
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135225/175910,343259,469
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118395,343465,750
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824804/824811,343586,399
48460/47170/47169/416490/69967/69968/1151342/84768/84769,343592,2012
48460/47170/47169/492000/50814/48341/48340/54597,343656,229
48460/47170/47169/492000/50814/48341/48340/54597/343656,343658,276
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/54203,343661,698
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,343737,250
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198/1155105,344041,434
48460/47170/47169/492000/50814/47380/964622/328292,344410,315
48460/47170/47169/492000/50814/1094814/47167/785517/55472/55473,344411,309
48460/47170/47169/492000/50814/1094814/48427/48775/48774,344482,175
48460/47170/47169/492000/50814/48341/48340/54597/1174534,344533,101
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1096426/1135973,344545,451
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293/1134710,344922,1015
48460/47170/47169/492000/50814/1094814/48427/53489/53490,346968,209
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/58695,347740,230
48460/47170/47169/492000/50814/1094814/47167/785517/923956/118300,347894,108
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783/1366821,347897,1003
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906595,347899,148
48460/47170/47169/492000/50814/1094814/47167/785517/56310/48522/1180084,348091,303
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704,348704,136
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/143385/1134262,348711,3242
48460/47170/47169/492000/50814/1094814/47167/785522/48420/379669,348720,7639
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198/1155105,348809,1547
48460/47170/47169/492000/50814/47380/47379/48475/559675/1129535,348812,2032
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906595,348813,688
48460/47170/47169/492000/50814/50815/348834,348814,1547
48460/47170/47169/492000/50814/1094814/48427/48702/348833,348815,1712
48460/47170/47169/492000/50814/1094814/48427/48702/48703/48701,348829,881
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,348830,2201
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,348831,1208
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,348835,1303
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/123890,348842,436
48460/47170/47169/492000/50814/1094814/47167/785517/47394/119985,348978,370
48460/47170/47169/492000/50814/1094814/47167/785517/1180803/118262,348989,1081
48460/47170/47169/492000/50814/48341/48340/48339,348994,188
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,348995,103
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/118074,349689,235
48460/47170/47169/492000/50814/891028/55154/48710/349690,349693,122
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824803/824806,349998,354
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906595,350031,485
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906594,350033,398
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,350035,292
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,350038,525
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,350039,200
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781/125389,350041,126
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781/484922,350043,1385
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,350046,907
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906595,350047,194
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906594,350055,112
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142623,350056,169
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,350057,206
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920/1144756,350068,200
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,350069,292
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,350121,456
48460/47170/47169/492000/50814/1094814/48427/48702/702670/354166,350154,334
48460/47170/47169/492000/50814/1094814/48427/48702/1371035/322852,350157,343
48460/47170/47169/492000/50814/1094814/47167/785517/1181092/353346,350168,148
48460/47170/47169/492000/50814/1094814/48427/48702/702670/126159,350195,185
48460/47170/47169/492000/50814/1094814/48427/48702/48703,350216,747
48460/47170/47169/492000/50814/1094814/48427/48702/48703,350217,517
48460/47170/47169/492000/50814/1094814/47167/785517/48445/57693,350257,106
48460/47170/47169/492000/50814/47380/55974/354216,350364,397
48460/47170/47169/492000/50814/47380/118046/199962,350365,233
