ancestry,taxon_id,count
48460/47170/47169/492000/50814/1094814/47167/785517/923956/478704,478703,363
48460/47170/47169/492000/50814/1094814/47167/787526/416534/479443,479444,191
48460/47170/47169/492000/50814/48341/48340/54597/1174534,479681,136
48460/47170/47169/492000/50814/47380/47379/48475/1106981,479943,640
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824804/824817,480776,161
48460/47170/47169/492000/50814/1094814/47167/785516/55931/481483,481482,1188
48460/47170/47169/492000/50814/1094814/47167/785516/374790,482114,297
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824802/847564,483113,153
48460/47170/47169/492000/50814/1094814/47167/785517/55472/55473/55474,483887,169
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135225/175910,484686,158
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,484923,173
48460/47170/47169/492000/50814/1094814/48427/48702/416305,484956,494
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,485040,241
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1247546/361640/1135350,485130,311
48460/47170/47169/492000/50814/1094814/48427/48702/702670/118154,485374,1240
48460/47170/47169/492000/50814/1094814/47167/785516/416511/487322,485685,301
48460/47170/47169/492000/50814/47380/964622/485772,485771,560
48460/47170/47169/492000/50814/57519/57518/352247,485958,1598
48460/47170/47169/492000/50814/47380/63019/63020,486226,774
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/58695,486343,132
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1247546/361640/1135350,486380,1261
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679/1366601,486449,312
48460/47170/47169/492000/50814/47380/895657/48431,487301,3099
48460/47170/47169/492000/50814/57519/541370/471430,487557,606
48460/47170/47169/492000/50814/1094814/47167/787526/47166/485389,488347,107
48460/47170/47169/492000/50814/1094814/47167/785516/416511/63285,488500,2473
48460/47170/47169/492000/50814/47380/964622/374856,489494,226
48460/47170/47169/492000/50814/47380/55974/130931,490642,223
48460/47170/47169/492000/50814/47380/47379/47378/1153560,490889,842
48460/47170/47169/492000/50814/57519/57518/118119,490996,133
48460/47170/47169/492000/50814/57519/57518/335958,491859,288
48460/47170/47169/492000/50814/1094814/47167/785516/55931/133083,492210,259
48460/47170/47169/492000/50814/1094814/47167/785516/49545/503425,493227,110
48460/47170/47169/492000/50814/1094814/47167/785517/416512/153034,495391,298
48460/47170/47169/492000/50814/47380/55974/118056/1098279,495903,1440
48460/47170/47169/492000/50814/47380/47379/496175,496176,4330
48460/47170/47169/416490/69967/69968/1151342/71043/205077,496216,116
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,496850,649
48460/47170/47169/492000/50814/1094814/47167/787526/47166/496872,496868,118
48460/47170/47169/492000/50814/1094814/48427/48702/372727,497033,149
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,497730,154
48460/47170/47169/492000/50814/1094814/47167/785516/416511/373940,498016,183
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,498073,105
48460/47170/47169/492000/50814/1094814/47167/785517/416512/379689,498078,305
48460/47170/47169/492000/50814/1094814/47167/785516/55931/67595,498109,180
48460/47170/47169/492000/50814/1094814/48427/48702/146683,498505,206
48460/47170/47169/492000/50814/1094814/47167/785516/416511/451344,498511,1133
48460/47170/47169/492000/50814/1094814/47167/785517/55472/117228,499601,111
48460/47170/47169/492000/50814/1094814/48427/53489/53490,499617,156
48460/47170/47169/492000/50814/1094814/48427/48702/348833,499627,247
48460/47170/47169/492000/50814/48341/48340/54597/1174534,499629,134
48460/47170/47169/492000/50814/1094814/48427/48702/702670/354166,499633,447
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922/1101287,499642,103
48460/47170/47169/492000/50814/47380/55974/118070,499650,482
48460/47170/47169/492000/50814/1094814/47167/785516/416511/487322,499651,403
48460/47170/47169/492000/50814/1094814/47167/785517/48768/499759,499652,657
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/143385/1134264,499663,262
48460/47170/47169/492000/50814/47350/47349/47348/1374657,499666,325
48460/47170/47169/492000/50814/1094814/47167/785517/48768/48769,499667,160
48460/47170/47169/492000/50814/67339/67340/311293,499671,139
48460/47170/47169/492000/50814/1094814/47167/785516/416511/499764,499673,280
48460/47170/47169/492000/50814/1094814/47167/1128526/49461/118074,499685,158
48460/47170/47169/492000/50814/1094814/48427/48702/48703,499696,561
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1152065,499706,177
48460/47170/47169/492000/50814/48341/48340/54597/1174534,499708,102
48460/47170/47169/492000/50814/48341/48340/54597/1174534,499712,134
48460/47170/47169/492000/50814/1094814/47167/785517/338134,499719,225
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1371270,499720,101
48460/47170/47169/492000/50814/1094814/47167/787526/118247/120863,499736,119
48460/47170/47169/492000/50814/1094814/47167/785517/48768/499759,499761,157
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118297,499815,152
48460/47170/47169/492000/50814/1094814/48427/53489/53490,499954,497
48460/47170/47169/492000/50814/52526/52527/194478,499962,156
48460/47170/47169/492000/50814/891028/48708/51136/54593,499973,121
48460/47170/47169/492000/50814/48341/48340/48339/1167952,499986,103
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,499987,196
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781/1144777,499988,103
48460/47170/47169/492000/50814/1094814/48427/53489/53490,499992,101
48460/47170/47169/492000/50814/47380/47379/124103,499999,106
48460/47170/47169/492000/50814/1094814/47167/785516/55931/341856,500014,139
48460/47170/47169/492000/50814/1094814/48427/48702/175806,500022,109
48460/47170/47169/492000/50814/1094814/48427/48702/415479,500026,127
48460/47170/47169/492000/50814/1094814/47167/787526/1128007/118357,500027,210
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,500030,1963
48460/47170/47169/492000/50814/1094814/47167/905657/48495/154753,500043,347
48460/47170/47169/492000/50814/52526/52527/122336,500050,182
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704,500053,109
48460/47170/47169/492000/50814/52526/52527/52528,500100,190
48460/47170/47169/492000/50814/1094814/47167/785517/48768/64076,500178,127
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/500006,500194,388
48460/47170/47169/492000/50814/1094814/48427/48702/512135,501333,2235
48460/47170/47169/492000/50814/47350/47349/47348/1366558,501610,241
48460/47170/47169/492000/50814/48341/48340/54597,502511,367
48460/47170/47169/492000/50814/48341/48340/353211/1105690/1105785,503241,1295
48460/47170/47169/492000/50814/48341/84225/84226,504022,115
48460/47170/47169/492000/50814/1094814/47167/905657/48495/48496,504060,2069
48460/47170/47169/492000/50814/1094814/47167/787526/118247/508562,504115,110
48460/47170/47169/492000/50814/48341/48340/54597/1174534/1303228,504474,248
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,504582,267
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920/1155969,504587,2479
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,504601,482
48460/47170/47169/492000/50814/47380/55974/878770,506309,154
48460/47170/47169/492000/50814/891028/48708/51136/506575,506576,159
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/54203,507149,394
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135219/1135221/67344,507487,141
48460/47170/47169/492000/50814/1094814/48427/48702/415479,507493,279
48460/47170/47169/492000/50814/1094814/48427/53489/53490,508133,110
48460/47170/47169/492000/50814/47380/47379/127511,508778,882
48460/47170/47169/492000/50814/1094814/152591/176051/509010,509009,118
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/54203,509026,660
48460/47170/47169/492000/50814/1094814/47167/785516/55931/418441,509316,213
48460/47170/47169/492000/50814/47380/47379/510853,510852,3680
48460/47170/47169/492000/50814/1094814/48427/48702/510855,510854,2215
48460/47170/47169/492000/50814/47380/47379/510853,510856,247
48460/47170/47169/416490/69967/69968/1151342/84768/84769,511070,121
48460/47170/47169/492000/50814/1094814/47167/785517/1181093/58695,512203,182
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922/1101287/1370940,512746,797
48460/47170/47169/492000/50814/48341/49159/49160,513329,250
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679,513782,104
48460/47170/47169/492000/50814/891028/48708/51136/54593,513906,534
48460/47170/47169/492000/50814/152211/130932/514082,514081,668
48460/47170/47169/492000/50814/47350/47349/48611,514218,213
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783/1366821,515583,148
48460/47170/47169/492000/50814/1094814/47167/785517/47394/63402,515925,162
48460/47170/47169/492000/50814/1094814/47167/787526/118247/451354,516040,164
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55930,516125,104
48460/47170/47169/492000/50814/1094814/48427/48702/518642,517822,231
48460/47170/47169/492000/50814/50815/50816/374740,518289,1541
48460/47170/47169/492000/50814/47380/974717/518301,518300,296
48460/47170/47169/492000/50814/1094814/48427/48702/504376,518723,294
48460/47170/47169/492000/50814/48341/48340/54597/1174533,518870,173
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293,518896,112
48460/47170/47169/492000/50814/57519/57518/352247,519073,671
48460/47170/47169/492000/50814/1094814/47167/905657/1128529/63392,519429,176
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824804/824814,521662,195
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484/1377700/1139222,521711,981
48460/47170/47169/492000/50814/1094814/47167/905658/353063/374901,524415,203
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/143385/1134265,524919,481
48460/47170/47169/492000/50814/47380/47379/48475/1106981,525033,375
48460/47170/47169/492000/50814/47380/895657/48431,525037,379
48460/47170/47169/492000/50814/1094814/47167/785517/47394/85399,525049,277
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/332503,526350,217
48460/47170/47169/492000/50814/1094814/47167/785517/416512/379689,528643,850
48460/47170/47169/492000/50814/1094814/47167/787526/118247/47497,532798,106
48460/47170/47169/492000/50814/47380/974750/59250,536019,1591
48460/47170/47169/492000/50814/57519/57518/57527,537039,119
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1152044,538437,196
48460/47170/47169/492000/50814/47380/55974/539002,539001,321
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,540875,197
48460/47170/47169/492000/50814/48341/55176/136343,540934,259
48460/47170/47169/492000/50814/1094814/47167/785517/416512/153034,542120,304
48460/47170/47169/492000/50814/1094814/47167/787526/47498/67347,542410,177
48460/47170/47169/951335/130023/130024/945635/542413,542412,159
48460/47170/47169/492000/50814/1094814/48427/474345/55928/55929/84315,542512,121
48460/47170/47169/492000/50814/1094814/47167/785517/56310/56315,542651,171
48460/47170/47169/492000/50814/1094814/48427/48702/542659,542661,107
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,543032,402
48460/47170/47169/492000/50814/1094814/48427/53489/53490,543035,322
48460/47170/47169/492000/50814/1094814/48427/48702/48703,543052,254
48460/47170/47169/492000/50814/1094814/47167/787526/47498/62484,543053,107
48460/47170/47169/492000/50814/48341/48340/353211/1105689/1105782,543590,137
48460/47170/47169/492000/50814/47380/974712/194479,544023,856
48460/47170/47169/492000/50814/48341/55502/208024,544245,102
48460/47170/47169/492000/50814/1094814/48427/48702/446872,544542,135
48460/47170/47169/492000/50814/1094814/48427/48702/544553,544554,177
48460/47170/47169/492000/50814/1094814/48427/48702/1371035/352282,545850,212
48460/47170/47169/492000/50814/891028/55154/48710/48707,545914,514
48460/47170/47169/492000/50814/48341/48340/48339/1167950,546008,309
48460/47170/47169/492000/50814/1094814/47167/785516/55931/499814,546288,472
48460/47170/47169/492000/50814/47380/63019/63020,546504,325
48460/47170/47169/492000/50814/48341/48340/48339,546890,180
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,547434,528
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,547435,754
48460/47170/47169/416490/152042/152569/319842/319843,548182,118
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/154391,548190,498
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,548283,523
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,548422,361
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135219/1135221/67344,548501,116
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965,548825,485
48460/47170/47169/416490/69967/69968/1151342/549206/549207,549208,2872
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1247546/361640/1135348,549561,168
48460/47170/47169/492000/50814/47350/47349/47348/1374640,550504,616
48460/47170/47169/492000/50814/1094814/48427/352610/374519,551042,137
48460/47170/47169/492000/50814/1094814/47167/785517/48768/53283/119151,551074,103
48460/47170/47169/492000/50814/47380/47379/202454,551139,136
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965/1128215,551147,144
48460/47170/47169/492000/50814/1094814/47167/785517/416512/83198,551962,208
48460/47170/47169/492000/50814/1094814/47167/785517/416512/118395,552725,115
48460/47170/47169/492000/50814/1094814/48427/48702/702670/354166,552814,173
48460/47170/47169/492000/50814/1094814/48427/53489/53490,552831,105
48460/47170/47169/492000/50814/48341/55176/118238,553552,110
48460/47170/47169/492000/50814/57519/1255706/118040,553562,274
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,553628,143
48460/47170/47169/492000/50814/1094814/48427/48702/553906,553907,448
48460/47170/47169/492000/50814/1094814/48427/48702/553906,553909,615
48460/47170/47169/951335/130023/130024/130025/130026,555285,134
48460/47170/47169/492000/50814/1094814/48427/48702/542659,555516,511
48460/47170/47169/492000/50814/57519/57518/559113,559111,775
48460/47170/47169/492000/50814/48341/84225/84226,559719,267
48460/47170/47169/492000/50814/1094814/47167/785516/118042/118350,560219,125
48460/47170/47169/492000/50814/891028/48708/51136/551075,560703,382
48460/47170/47169/416490/69967/69968/1151342/84768/84769,563924,223
48460/47170/47169/492000/50814/1094814/47167/785522/48420/60783,564369,232
48460/47170/47169/492000/50814/1094814/47167/785516/64013/203670,565099,114
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/55591,565105,367
48460/47170/47169/492000/50814/1094814/47167/785516/64013/499702,565396,281
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,566411,215
48460/47170/47169/492000/50814/1094814/47167/785516/64013/64014,567087,810
48460/47170/47169/492000/50814/1094814/47167/785516/55920/83577,567721,139
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/54625,568424,150
48460/47170/47169/492000/50814/48341/48340/54597/1174534/155080,568671,157
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,574073,111
48460/47170/47169/492000/50814/1094814/47167/785517/578451,578456,190
48460/47170/47169/492000/50814/48341/84225/194493,578799,112
48460/47170/47169/492000/50814/1094814/48427/55942/602637,602636,122
48460/47170/47169/492000/50814/57519/57518/118087,605604,277
48460/47170/47169/492000/50814/57519/57518/118087,605606,433
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135228/622579,606947,169
48460/47170/47169/492000/50814/48341/54167/359421,607285,113
48460/47170/47169/951335/130023/152587/622476,622477,138
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704,623035,452
48460/47170/47169/492000/1092973/1092974/624887/624888,624886,176
48460/47170/47169/492000/50814/1094814/47167/787526/118247/625291,625290,186
48460/47170/47169/492000/50814/47350/47349/47348/1374657,626851,123
48460/47170/47169/492000/50814/57519/57518/57527/127021,627022,887
48460/47170/47169/492000/50814/57519/57518/57527/127021,627024,262
48460/47170/47169/492000/50814/48341/48340/48339/1167950,627381,951
48460/47170/47169/492000/50814/1094814/47167/785516/55920/68308,628227,384
48460/47170/47169/492000/50814/1094814/47167/785517/578451,628418,266
48460/47170/47169/492000/50814/1094814/152591/1205712/500174,628972,106
48460/47170/47169/416490/69967/69968/1151342/84768/84769,629058,120
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/926048,629205,101
48460/47170/47169/492000/50814/1094814/48427/53489/53490,629831,158
48460/47170/47169/492000/50814/1094814/47167/905657/1128529/63392,630309,107
48460/47170/47169/492000/50814/1094814/48427/48702/544553,635404,327
48460/47170/47169/492000/50814/1094814/47167/785517/416523/118264,636145,109
48460/47170/47169/492000/50814/1094814/48427/48702/636545,636546,1055
48460/47170/47169/492000/50814/47380/55974/118056,699640,160
48460/47170/47169/492000/50814/1094814/47167/785516/55920/83577,699912,480
48460/47170/47169/492000/50814/1094814/47167/785517/47394/63402,700529,182
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965,700833,159
48460/47170/47169/492000/50814/1094814/47167/787526/47166/503944,700952,116
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,701277,166
48460/47170/47169/492000/50814/1094814/48427/48702/415479,701434,287
48460/47170/47169/416490/69967/69968/1151342/71043/128780,702749,864
48460/47170/47169/492000/50814/47380/47379/704454,704452,144
48460/47170/47169/492000/50814/1094814/47167/785516/55920/379471,704744,146
48460/47170/47169/492000/50814/152211/130932/514082,706442,307
48460/47170/47169/416490/69967/69968/1151319/1151321/706846,706845,144
48460/47170/47169/416490/69967/69968/1151342/84768/320859,707497,130
48460/47170/47169/492000/50814/1094814/47167/785516/416511/352808,709608,136
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,710236,147
48460/47170/47169/416490/69967/69968/1151342/84768/84769,711710,115
48460/47170/47169/492000/50814/50815/50816/50817/1138427,712022,426
48460/47170/47169/492000/50814/1094814/47167/787526/1155395/1128513/55591,713227,151
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/1142605,713436,102
48460/47170/47169/492000/50814/47380/974717/118097,717370,114
48460/47170/47169/492000/50814/152593/323023/328325,736008,2096
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/954920,738406,325
48460/47170/47169/492000/50814/47350/47349/47348/1374640,738872,140
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679/1366614,739481,184
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135949/1135960/1135970,741865,162
48460/47170/47169/492000/50814/50815/373315/374950,742831,1485
48460/47170/47169/492000/50814/1094814/47167/785517/47394/49548/824804/793870,743044,143
48460/47170/47169/492000/50814/47350/47349/47348,746378,162
48460/47170/47169/492000/50814/47380/55974/539002,764105,2311
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142599/906594,773499,306
48460/47170/47169/492000/50814/1094814/47167/785516/64013/55293/1134710,773741,130
48460/47170/47169/416490/69967/69968/1151342/84768/84769,774395,115
48460/47170/47169/492000/50814/47380/55974/118056,775410,21185
48460/47170/47169/492000/50814/1094814/48427/53489/53490,776260,115
48460/47170/47169/492000/50814/1094814/48427/48702/415479,780450,227
48460/47170/47169/492000/50814/1094814/48427/53489/53490,782231,3059
48460/47170/47169/492000/50814/47350/47349/48611,782233,416
48460/47170/47169/492000/50814/1094814/47167/785517/56310/782234,782235,165
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965,785472,1405
48460/47170/47169/492000/50814/57519/118063/499312,785474,101
48460/47170/47169/492000/50814/47380/47379/709428,785475,158
48460/47170/47169/492000/83737/48530/1110023/994028,786052,516
48460/47170/47169/492000/50814/1094814/47167/785517/416512/786892,786894,1033
48460/47170/47169/492000/50814/47380/47379/47378,786918,7839
48460/47170/47169/492000/50814/57519/57518/57523,787944,3166
48460/47170/47169/492000/50814/1094814/47167/785517/923956/337955,790781,496
48460/47170/47169/492000/50814/1094814/48427/48702/702670/354166,790782,1243
48460/47170/47169/492000/50814/1094814/48427/48702/544553,790951,170
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,791071,125
48460/47170/47169/492000/50814/47380/47379/50884,791751,3639
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781,793359,103
48460/47170/47169/492000/50814/47350/48423/48422/969901/969904/969909,793371,195
48460/47170/47169/492000/50814/891028/48708/51136/54593,793759,1759
48460/47170/47169/492000/50814/891028/55013/55014/63077/1085879/1085887/1246409,793982,171
48460/47170/47169/492000/50814/152211/130932/374666,795125,298
48460/47170/47169/492000/50814/1094814/47167/785517/55574/58679,796071,216
48460/47170/47169/416490/69967/69968/1151342/84768/84769,803589,112
48460/47170/47169/492000/50814/152593/323023/810811,810810,128
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/48419/1142598/932781/1144777,810894,914
48460/47170/47169/492000/50814/1094814/47167/785517/578451,815897,2258
48460/47170/47169/492000/50814/1094814/48427/48702/1199038/332503/1227178,824011,107
48460/47170/47169/416490/69967/69968/1151228/207611/207610,824648,192
48460/47170/47169/492000/50814/1094814/48427/48702/446872,824777,1219
48460/47170/47169/492000/50814/1094814/47167/785517/56310/56311/1180102,830766,372
48460/47170/47169/492000/50814/1094814/48427/48702/702670/354166,831551,145
48460/47170/47169/492000/50814/1094814/48427/48702/544547,833474,954
48460/47170/47169/492000/50814/1094814/48427/48702/544547,839989,120
48460/47170/47169/492000/50814/1094814/47167/787526/806589,841424,725
48460/47170/47169/492000/50814/47380/118075/202424,851949,293
48460/47170/47169/492000/50814/1094814/48427/48702/702670/126159,856348,111
48460/47170/47169/492000/50814/47350/47349/47348/1374657/1199076,857451,130
48460/47170/47169/492000/50814/1094814/47167/785517/48705/48704/1152066,870449,138
48460/47170/47169/492000/50814/1094814/47167/785517/578451,874974,629
48460/47170/47169/492000/50814/57519/57518/875127,875126,356
48460/47170/47169/492000/50814/47380/55974/118056/1098279,877361,7949
48460/47170/47169/492000/50814/47380/55974/118056/1098279,877362,492
48460/47170/47169/492000/50814/1094814/47167/785517/55472/118269,877494,551
48460/47170/47169/492000/50814/1094814/47167/785516/55920/55922,878394,208
48460/47170/47169/492000/50814/50815/50816/55569/1152051,879877,4452
48460/47170/47169/492000/50814/67339/67340/311293,879919,238
48460/47170/47169/492000/50814/47380/47379/47378,880970,2772
48460/47170/47169/492000/50814/57519/118063/499312,886998,107
48460/47170/47169/492000/50814/1094814/47167/785516/55931/895036,895035,177
48460/47170/47169/492000/50814/47380/47379/895268,895267,728
48460/47170/47169/492000/50814/57519/57518/328266,896124,3089
48460/47170/47169/492000/50814/1094814/48427/48702/702670/701436,901579,178
48460/47170/47169/492000/83737/48530/1110023/994028/994056,901819,1165
48460/47170/47169/492000/50814/1094814/47167/785517/416512/54026,902529,189
48460/47170/47169/492000/50814/1094814/47167/785517/1180803/118262,902551,2605
48460/47170/47169/492000/50814/48341/49159/49160,906969,443
48460/47170/47169/416490/69967/69968/1151342/84768/84769,911383,105
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965,921910,103
48460/47170/47169/492000/50814/1094814/47167/787526/1180517/451027,921916,1306
48460/47170/47169/492000/50814/1094814/48427/474345/353087/471662,922275,1744
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/922853,922854,123
48460/47170/47169/492000/50814/47380/47379/895268,928232,885
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/922853,931837,227
48460/47170/47169/492000/50814/1094814/47167/785516/416511/126990,936612,149
48460/47170/47169/492000/50814/1094814/48427/48702/702670/354166,936665,738
48460/47170/47169/492000/50814/1094814/47167/785522/118249/1149497/922853,938922,198
48460/47170/47169/492000/50814/47380/47379/895268,940028,25086
48460/47170/47169/492000/50814/47380/55974/940038,940037,1543
48460/47170/47169/492000/50814/47380/47379/124103,940416,827
48460/47170/47169/492000/50814/47380/47379/68311,947949,1116
48460/47170/47169/492000/50814/47380/55974/955374,955498,217
48460/47170/47169/492000/50814/152211/130932/374734,955592,211
48460/47170/47169/492000/50814/47380/55974/959236,959237,748
48460/47170/47169/492000/50814/47380/55974/959323,959326,260
48460/47170/47169/492000/50814/47380/55974/905392,964728,113
48460/47170/47169/492000/50814/47380/55974/905392,964729,533
48460/47170/47169/492000/50814/47380/47379/851500,965532,291
48460/47170/47169/492000/50814/891028/48708/51136/54593,966058,105
48460/47170/47169/492000/50814/47380/974750/59250,966155,188
48460/47170/47169/492000/50814/1094814/47167/785517/48445/972792,972793,13906
48460/47170/47169/492000/50814/47380/47379/47378,974661,4168
48460/47170/47169/492000/50814/47380/47379/47378,974663,4924
48460/47170/47169/492000/50814/47380/47379/47378,974664,3862
48460/47170/47169/492000/50814/1094814/47167/785517/56310/48522/1180074,978306,278
48460/47170/47169/492000/50814/1094814/47167/511716,978480,124
48460/47170/47169/416490/152037/152582/203927/374794,978546,936
48460/47170/47169/492000/50814/152593/323023/990655,990654,103
48460/47170/47169/492000/50814/57519/57518/328266,995149,225
48460/47170/47169/492000/50814/47380/118046/120514,1008566,122
48460/47170/47169/492000/50814/1094814/48427/48702/416305,1020294,623
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135223/1135224/63108/1135951/1135953/1135957,1029826,227
48460/47170/47169/492000/50814/1094814/48427/48702/353207,1031282,180
48460/47170/47169/492000/50814/48341/55502/55503,1031780,1749
48460/47170/47169/492000/50814/47380/55974/1032404,1032403,192
48460/47170/47169/492000/50814/57519/57518/1038653,1038656,773
48460/47170/47169/492000/50814/57519/57518/1038653,1038663,202
48460/47170/47169/492000/50814/57519/57518/1038653,1038681,489
48460/47170/47169/492000/50814/1094814/48427/48702/542659,1039378,121
48460/47170/47169/492000/50814/47380/974712/375048,1039875,227
48460/47170/47169/492000/50814/1094814/48427/48702/510855,1040179,467
48460/47170/47169/492000/50814/891028/48708/51136/54593,1045188,130
48460/47170/47169/416490/69967/69968/1151342/84768/84769/1240669/358129,1057525,136
48460/47170/47169/492000/50814/1094814/47167/785517/416512/374751,1061807,402
48460/47170/47169/492000/50814/1094814/47167/1128302/51870/1135226/1135229/355978,1061811,380
48460/47170/47169/416490/69967/69968/1151342/84768/320859,1067627,240
48460/47170/47169/492000/50814/1094814/48427/48702/544550,1068083,142
48460/47170/47169/492000/50814/1094814/47167/785516/64013/1071958,1071959,141
48460/47170/47169/492000/50814/47380/974717/1076200,1076202,162
48460/47170/47169/492000/50814/47380/47379/496175,1076785,131
48460/47170/47169/416490/69967/69968/1151342/84768/84769,1076816,117
48460/47170/47169/492000/50814/47380/47379/68311,1079910,170
48460/47170/47169/492000/50814/1094814/47167/785517/48768/48769/48767,1089455,134
48460/47170/47169/492000/50814/1094814/48427/48702/416305,1096240,651
48460/47170/47169/416490/69967/69968/1151228/69969/199402,1096591,677
48460/47170/47169/492000/50814/1094814/47167/785516/416511/63285,1097548,285
48460/47170/47169/492000/50814/1094814/48427/48702/542659,1097811,232
48460/47170/47169/492000/50814/47380/55974/118056/1098279,1098280,12812
48460/47170/47169/492000/50814/1094814/47167/785516/55931/55965,1098336,130
48460/47170/47169/492000/50814/1094814/47167/785516/49545/54067,1105026,605
48460/47170/47169/492000/50814/1094814/47167/785517/55472/117228/117227,1106485,181
48460/47170/47169/492000/83737/48530/1109239/1109228,1109244,142
48460/47170/47169/492000/83737/48530/1109239/1109228,1109245,2967
48460/47170/47169/492000/50814/47380/974750/59250,1110818,290
48460/47170/47169/492000/50814/1094814/47167/785517/55574/906226,1112051,213
48460/47170/47169/492000/50814/1094814/47167/785517/55574/1090285,1112482,379
48460/47170/47169/492000/50814/1094814/47167/785517/55574/1112464,1112492,116
48460/47170/47169/492000/50814/1094814/47167/785517/55574/1112464,1112534,582
48460/47170/47169/492000/50814/1094814/47167/905657/1181456/332679,1113584,1956
48460/47170/47169/492000/50814/47380/47379/50884,1121110,106
48460/47170/47169/492000/50814/1094814/47167/787526/47166/47165,1123736,110
48460/47170/47169/492000/50814/1094814/48427/48702/702670/354166,1125679,1437
